name	length	true_count
ENST00000394611.4	4161	0
ENST00000404909.3	4102	0
ENST00000402434.4	1456	0
ENST00000438462.1	656	0
ENST00000427710.3	589	0
ENST00000428621.3	2052	0
ENST00000407122.3	2139	0
ENST00000401408.3	2248	0
ENST00000406076.3	1777	0
ENST00000411884.2	549	0
ENST00000451916.1	616	0
ENST00000403506.1	430	0
ENST00000425841.1	499	0
ENST00000402285.5	705	205
ENST00000272317.8	1071	187
ENST00000611893.2	606	0
ENST00000449323.3	422	12
ENST00000404735.1	796	214
ENST00000403721.3	2386	0
ENST00000263629.6	2528	42
ENST00000394600.5	2221	0
ENST00000418823.4	903	0
ENST00000366137.4	955	0
ENST00000441307.3	583	0
ENST00000404297.1	437	0
ENST00000420637.3	517	0
ENST00000417363.3	566	0
ENST00000412530.1	580	0
ENST00000336838.8	9505	31
ENST00000263630.10	9667	14
ENST00000413716.4	9586	0
ENST00000436346.3	9811	0
ENST00000444458.3	4236	0
ENST00000412148.3	2880	0
ENST00000426576.3	4500	0
ENST00000456975.1	2208	0
ENST00000621814.2	3089	0
ENST00000430086.1	582	0
ENST00000339012.5	1373	0
ENST00000406691.5	1575	0
ENST00000349456.6	2048	0
ENST00000407816.5	1125	0
ENST00000403007.4	759	0
ENST00000611717.2	5243	16
ENST00000616288.2	4310	38
ENST00000616407.1	4385	33
ENST00000619878.2	4613	0
ENST00000447944.4	4399	0
ENST00000415374.3	3308	21
ENST00000260604.6	3596	0
ENST00000415489.1	555	0
ENST00000429805.1	583	0
ENST00000394555.4	3024	0
ENST00000355426.5	1820	0
ENST00000438672.3	733	0
ENST00000439193.3	572	0
ENST00000440439.3	559	0
ENST00000429909.3	558	0
ENST00000452337.3	552	0
ENST00000421664.1	547	0
ENST00000424207.3	339	0
ENST00000407595.2	3982	0
ENST00000435505.4	2446	0
ENST00000417641.4	2381	0
ENST00000412104.4	1916	0
ENST00000340157.6	1888	21
ENST00000432057.2	1870	0
ENST00000440705.4	1676	0
ENST00000428021.1	553	0
ENST00000403295.5	1576	0
ENST00000233741.6	1683	0
ENST00000402135.5	1698	0
ENST00000403676.3	849	0
ENST00000449070.3	964	0
ENST00000446381.3	487	0
ENST00000427708.4	864	0
ENST00000417361.1	545	0
ENST00000481670.2	522	0
ENST00000356842.6	3959	0
ENST00000359629.7	2427	0
ENST00000335712.8	5942	0
ENST00000358510.4	2697	0
ENST00000238714.5	4263	0
ENST00000414060.3	3511	0
ENST00000453839.3	3324	0
ENST00000412217.1	6074	0
ENST00000295025.10	11255	107
ENST00000394479.3	2398	0
ENST00000316752.8	2278	0
ENST00000407787.3	1820	0
ENST00000430495.3	658	0
ENST00000421319.3	571	0
ENST00000398658.2	1227	0
ENST00000444100.2	1533	0
ENST00000401576.1	1108	0
ENST00000295030.5	4470	18
ENST00000414712.2	1014	0
ENST00000453186.3	4472	0
ENST00000402291.3	4516	0
ENST00000295031.7	3116	0
ENST00000453873.3	4294	0
ENST00000356719.4	2149	0
ENST00000612149.1	4202	0
ENST00000426997.3	879	0
ENST00000464909.2	726	0
ENST00000489686.3	423	0
ENST00000398622.3	565	0
ENST00000488469.3	1070	0
ENST00000432605.1	887	0
ENST00000357022.4	2437	0
ENST00000394457.5	6574	18
ENST00000410073.1	479	0
ENST00000411912.3	4309	22
ENST00000398571.4	11357	59
ENST00000436269.1	1827	0
ENST00000453734.1	2708	0
ENST00000453133.1	1409	0
ENST00000401558.4	4915	182
ENST00000428210.3	6776	0
ENST00000404992.4	4105	0
ENST00000406957.3	3479	46
ENST00000437159.3	537	0
ENST00000451765.3	643	0
ENST00000443240.3	565	0
ENST00000420673.3	682	0
ENST00000422552.3	382	0
ENST00000457483.3	488	0
ENST00000449444.3	579	0
ENST00000436018.1	318	0
ENST00000456262.3	3579	0
ENST00000418113.3	4027	0
ENST00000404929.3	3762	0
ENST00000405894.3	3684	0
ENST00000307507.3	1897	0
ENST00000394440.5	2520	171
ENST00000544079.2	2261	17
ENST00000445644.3	549	0
ENST00000311832.5	911	12
ENST00000455659.1	388	0
ENST00000458337.3	770	0
ENST00000427417.1	785	0
ENST00000444166.1	743	0
ENST00000301998.4	2763	64
ENST00000405767.1	2436	49
ENST00000335390.5	1797	0
ENST00000405015.5	4108	0
ENST00000413434.3	533	0
ENST00000426940.3	586	0
ENST00000449820.3	539	0
ENST00000427809.3	581	0
ENST00000405482.3	1311	0
ENST00000431489.3	5076	0
ENST00000263991.7	5165	0
ENST00000405289.3	3591	0
ENST00000444311.1	460	0
ENST00000454124.1	329	0
ENST00000422032.1	669	0
ENST00000366671.5	2861	0
ENST00000282549.4	2861	0
ENST00000405984.6	1694	0
ENST00000409354.4	2103	0
ENST00000272321.9	3373	0
ENST00000409199.3	2466	0
ENST00000409120.3	5408	0
ENST00000398544.5	2063	0
ENST00000409562.5	3526	23
ENST00000417238.3	2883	0
ENST00000473678.1	534	0
ENST00000418148.3	576	0
ENST00000431065.1	782	0
ENST00000233114.10	1650	77
ENST00000409908.3	700	0
ENST00000442225.3	785	0
ENST00000409476.3	808	26
ENST00000436321.3	680	0
ENST00000454035.3	575	0
ENST00000432309.3	844	0
ENST00000544381.3	1346	0
ENST00000539945.3	1443	22
ENST00000421012.1	573	0
ENST00000394417.4	2136	44
ENST00000466642.3	1023	0
ENST00000484142.1	553	0
ENST00000482668.3	645	0
ENST00000467648.4	2057	0
ENST00000497510.3	722	0
ENST00000480679.3	505	0
ENST00000483108.3	598	0
ENST00000493222.3	864	0
ENST00000467400.3	717	0
ENST00000487640.3	566	0
ENST00000337130.7	2338	0
ENST00000488245.4	784	0
ENST00000497883.3	605	0
ENST00000445915.4	1955	0
ENST00000496334.4	565	0
ENST00000467999.4	747	0
ENST00000475462.3	560	0
ENST00000487042.3	889	0
ENST00000491621.3	753	0
ENST00000472047.3	558	0
ENST00000613823.1	1858	0
ENST00000409558.6	4337	0
ENST00000354504.5	3594	0
ENST00000272322.6	3463	0
ENST00000416400.1	1277	0
ENST00000358912.4	3750	58
ENST00000464281.3	607	0
ENST00000238875.7	3926	0
ENST00000462737.1	469	0
ENST00000420552.3	548	0
ENST00000409537.2	3298	0
ENST00000238855.9	4113	21
ENST00000238856.6	4014	68
ENST00000409933.3	2811	0
ENST00000409183.3	1857	0
ENST00000422803.2	1525	0
ENST00000623932.1	1622	0
ENST00000313349.3	5549	31
ENST00000531327.3	1217	0
ENST00000234256.3	4561	58
ENST00000377990.4	5847	0
ENST00000537589.1	3768	0
ENST00000260569.4	5343	0
ENST00000409892.3	2254	0
ENST00000409784.5	2447	32
ENST00000398529.5	1198	20
ENST00000409751.1	1333	26
ENST00000260641.7	3861	391
ENST00000377982.6	2685	0
ENST00000542850.2	1429	0
ENST00000356388.6	4097	0
ENST00000443619.4	1800	0
ENST00000452315.3	1365	0
ENST00000421087.3	701	0
ENST00000426832.1	498	0
ENST00000440972.1	555	0
ENST00000427238.1	467	0
ENST00000560281.4	2773	0
ENST00000272369.11	4291	0
ENST00000488550.3	5111	0
ENST00000398506.4	3530	0
ENST00000495021.4	2836	0
ENST00000437869.1	363	0
ENST00000272342.5	3418	16
ENST00000355848.5	2233	0
ENST00000407324.3	1379	0
ENST00000410067.5	736	0
ENST00000409302.1	772	0
ENST00000295121.8	2626	0
ENST00000457114.3	523	0
ENST00000406245.4	1401	0
ENST00000409164.1	1517	0
ENST00000614162.2	3387	0
ENST00000406334.3	2306	0
ENST00000263657.4	2286	20
ENST00000430742.1	616	0
ENST00000234310.5	3023	46
ENST00000409752.3	851	0
ENST00000409377.1	684	0
ENST00000409559.5	644	0
ENST00000263655.3	1953	0
ENST00000409862.1	1748	0
ENST00000234313.7	2869	208
ENST00000377957.3	5666	0
ENST00000303795.6	3847	0
ENST00000529851.3	2863	0
ENST00000445692.3	3906	0
ENST00000394342.2	1182	0
ENST00000303786.3	1602	0
ENST00000463483.3	1227	0
ENST00000409202.5	2935	0
ENST00000467265.3	2247	0
ENST00000488795.1	990	0
ENST00000409030.5	2926	0
ENST00000409220.3	2929	0
ENST00000473986.1	1362	0
ENST00000497079.3	1843	0
ENST00000497259.3	2096	0
ENST00000479844.1	1923	0
ENST00000295379.1	1584	0
ENST00000328895.6	800	0
ENST00000481498.1	1498	0
ENST00000377938.2	814	0
ENST00000303714.6	5859	0
ENST00000409829.5	2221	0
ENST00000409349.5	1384	0
ENST00000482235.1	621	0
ENST00000357308.6	8703	0
ENST00000361060.5	8632	118
ENST00000410022.4	1467	0
ENST00000394305.3	1058	0
ENST00000474230.3	666	0
ENST00000303698.5	1034	0
ENST00000462320.3	558	0
ENST00000450796.4	580	0
ENST00000484177.3	668	0
ENST00000419370.3	664	0
ENST00000438184.2	659	0
ENST00000339092.4	21268	0
ENST00000606389.3	8964	15
ENST00000409068.3	2606	0
ENST00000623317.1	1019	0
ENST00000409085.6	11345	0
ENST00000406297.5	4499	0
ENST00000624900.1	728	0
ENST00000409920.3	1414	0
ENST00000394295.4	2163	21
ENST00000282570.3	4191	9
ENST00000244227.5	1802	0
ENST00000409116.3	1339	0
ENST00000450162.4	766	0
ENST00000487029.1	604	0
ENST00000435990.3	860	0
ENST00000540449.3	5580	0
ENST00000264444.4	5587	0
ENST00000409442.2	982	0
ENST00000624334.1	192	0
ENST00000320256.5	2177	0
ENST00000303577.6	1750	317
ENST00000264434.4	2581	0
ENST00000420306.1	2193	0
ENST00000447804.1	563	0
ENST00000417865.3	576	0
ENST00000419381.1	536	0
ENST00000457952.3	1133	0
ENST00000428010.3	548	0
ENST00000425268.3	578	0
ENST00000428751.3	662	0
ENST00000417203.3	551	0
ENST00000433529.4	4647	0
ENST00000415783.4	4633	0
ENST00000282574.6	3823	11
ENST00000445587.3	1429	0
ENST00000454815.4	911	0
ENST00000416149.4	821	0
ENST00000474809.4	915	0
ENST00000477044.4	904	0
ENST00000361692.4	543	0
ENST00000422380.3	556	0
ENST00000414812.3	957	0
ENST00000433351.4	5345	12
ENST00000264441.7	2947	0
ENST00000451279.1	648	0
ENST00000272348.4	625	46
ENST00000482975.4	1093	0
ENST00000438261.3	515	0
ENST00000449935.4	428	0
ENST00000413456.4	398	0
ENST00000454893.1	527	0
ENST00000037869.5	1810	27
ENST00000450256.1	936	0
ENST00000430566.3	885	0
ENST00000438759.1	518	0
ENST00000295400.8	4310	0
ENST00000419940.3	681	0
ENST00000445399.3	812	0
ENST00000418333.4	1225	0
ENST00000450929.3	950	0
ENST00000444975.3	985	0
ENST00000394241.3	568	0
ENST00000403045.4	3745	0
ENST00000264436.6	9267	0
ENST00000407644.4	3741	0
ENST00000355733.5	2654	0
ENST00000522886.3	874	0
ENST00000456320.5	997	0
ENST00000413157.4	3776	0
ENST00000430656.3	2332	0
ENST00000415348.3	930	0
ENST00000425976.3	721	0
ENST00000447731.4	582	0
ENST00000332372.6	722	0
ENST00000272367.4	2475	0
ENST00000426626.1	2012	0
ENST00000410009.4	1869	0
ENST00000234392.2	1147	0
ENST00000234396.6	1891	0
ENST00000432367.3	1905	0
ENST00000412314.3	1805	0
ENST00000454446.3	863	0
ENST00000432098.1	546	0
ENST00000433895.1	472	0
ENST00000606025.3	4170	0
ENST00000453130.1	423	0
ENST00000272421.8	2185	0
ENST00000441349.3	1797	0
ENST00000457410.3	1671	0
ENST00000360589.3	1666	0
ENST00000272438.6	3441	50
ENST00000433258.3	758	0
ENST00000613852.2	1801	0
ENST00000455662.4	1778	0
ENST00000531934.3	584	0
ENST00000455197.3	763	0
ENST00000418807.5	2343	0
ENST00000443872.4	878	0
ENST00000443938.4	1221	0
ENST00000244204.8	1154	18
ENST00000450272.3	1833	0
ENST00000533981.3	776	0
ENST00000524736.3	797	0
ENST00000529236.1	463	0
ENST00000524537.1	453	0
ENST00000413592.3	523	0
ENST00000244217.5	835	0
ENST00000494660.4	836	0
ENST00000486135.1	499	0
ENST00000244230.4	2484	24
ENST00000498451.2	2068	0
ENST00000244221.8	6279	0
ENST00000494621.3	871	0
ENST00000466975.3	560	0
ENST00000410075.3	3518	0
ENST00000466330.3	746	0
ENST00000437658.2	931	0
ENST00000464375.3	626	0
ENST00000475743.1	590	0
ENST00000264447.6	6505	64
ENST00000409544.3	6821	0
ENST00000455226.3	585	0
ENST00000454278.3	595	0
ENST00000417778.3	760	0
ENST00000454122.1	731	0
ENST00000601581.2	574	0
ENST00000493576.4	1107	0
ENST00000461991.3	846	0
ENST00000409762.3	6727	0
ENST00000409582.5	6790	0
ENST00000429174.4	6739	0
ENST00000413539.4	6769	0
ENST00000258104.5	6796	0
ENST00000409651.3	6636	0
ENST00000394120.4	6543	0
ENST00000409744.3	6564	0
ENST00000409366.3	6606	0
ENST00000410020.5	6657	0
ENST00000410041.1	6594	0
ENST00000001146.4	4732	0
ENST00000546307.3	4331	0
ENST00000412253.1	4025	0
ENST00000474509.1	574	0
ENST00000461519.1	567	0
ENST00000272427.8	5918	0
ENST00000410104.1	5795	0
ENST00000410112.4	1372	0
ENST00000234454.5	1480	0
ENST00000394111.6	1528	0
ENST00000258106.8	2188	0
ENST00000473732.1	480	0
ENST00000272433.4	4140	0
ENST00000411783.3	915	0
ENST00000410065.3	840	0
ENST00000450185.3	2960	0
ENST00000442582.1	489	0
ENST00000258098.6	4342	0
ENST00000398468.3	2749	0
ENST00000413491.3	660	0
ENST00000389501.6	2593	18
ENST00000258100.6	786	0
ENST00000443900.1	584	0
ENST00000258083.2	1083	0
ENST00000540468.3	1674	0
ENST00000539919.3	2031	0
ENST00000258091.7	1916	219
ENST00000399032.2	593	0
ENST00000398422.2	1234	0
ENST00000409924.5	567	0
ENST00000295133.7	6928	31
ENST00000521871.3	7336	0
ENST00000520530.2	3293	0
ENST00000436467.3	2377	0
ENST00000545030.1	2372	0
ENST00000484298.3	12595	0
ENST00000613296.2	12925	0
ENST00000614410.2	11700	0
ENST00000423048.3	5194	0
ENST00000272425.3	947	0
ENST00000272424.7	748	0
ENST00000409716.4	816	0
ENST00000318190.7	819	0
ENST00000272444.5	1653	24
ENST00000443070.3	2175	0
ENST00000452812.1	672	0
ENST00000409561.1	3045	0
ENST00000339566.5	6277	0
ENST00000409707.3	1649	12
ENST00000452725.3	560	0
ENST00000432295.4	1156	0
ENST00000394073.3	6386	0
ENST00000424659.3	583	0
ENST00000394070.4	6691	0
ENST00000536064.1	845	0
ENST00000438902.4	1921	0
ENST00000429756.3	594	0
ENST00000409731.5	1413	0
ENST00000345517.5	1530	0
ENST00000409918.3	927	0
ENST00000442912.3	540	0
ENST00000409624.1	2064	0
ENST00000264093.6	1144	0
ENST00000348222.1	880	0
ENST00000418996.3	703	0
ENST00000409262.5	11388	67
ENST00000305799.8	5174	0
ENST00000327428.7	639	0
ENST00000295326.4	444	0
ENST00000396049.4	4885	201
ENST00000394053.4	4456	64
ENST00000409804.3	1757	41
ENST00000470592.3	1396	44
ENST00000489041.1	1135	0
ENST00000409601.1	1865	0
ENST00000451608.2	5059	0
ENST00000394019.4	6348	0
ENST00000423644.3	6185	0
ENST00000346834.6	6233	0
ENST00000358683.6	3142	0
ENST00000377632.3	3123	0
ENST00000377634.6	3814	0
ENST00000425249.3	3073	0
ENST00000432728.1	905	0
ENST00000444570.3	552	0
ENST00000436454.1	727	0
ENST00000361874.5	4500	0
ENST00000394003.5	4479	0
ENST00000434055.3	4229	0
ENST00000409438.3	4145	0
ENST00000409240.3	4365	55
ENST00000409868.3	4202	15
ENST00000409567.5	4024	0
ENST00000458655.3	565	0
ENST00000454119.3	627	0
ENST00000417090.1	556	0
ENST00000437375.1	598	0
ENST00000413111.3	593	0
ENST00000421392.1	542	0
ENST00000440727.1	521	0
ENST00000449655.1	561	0
ENST00000612891.2	1902	0
ENST00000517883.1	2407	0
ENST00000290390.7	2227	0
ENST00000518863.1	883	0
ENST00000517896.1	898	0
ENST00000518401.1	427	0
ENST00000409791.3	854	0
ENST00000426787.3	576	0
ENST00000348227.4	1147	29
ENST00000305557.7	2646	0
ENST00000272430.7	2142	0
ENST00000233330.6	2220	0
ENST00000233331.9	1261	0
ENST00000431187.3	559	0
ENST00000409917.3	796	0
ENST00000409493.3	623	0
ENST00000455562.1	617	0
ENST00000452361.3	2040	0
ENST00000441673.2	1668	0
ENST00000233615.4	1294	21
ENST00000393972.5	1325	0
ENST00000409737.3	1110	0
ENST00000428943.1	989	0
ENST00000233616.6	2895	17
ENST00000452063.4	2568	13
ENST00000409065.3	2668	0
ENST00000448666.3	1616	0
ENST00000414701.1	520	0
ENST00000258105.7	1162	20
ENST00000409710.1	386	0
ENST00000454193.3	2309	0
ENST00000393965.5	3406	0
ENST00000290418.4	2835	0
ENST00000424122.3	2806	0
ENST00000449459.3	2161	0
ENST00000410003.3	3358	0
ENST00000442235.4	958	0
ENST00000233623.7	3235	0
ENST00000414247.1	833	0
ENST00000377566.6	1186	0
ENST00000460508.3	1452	0
ENST00000341396.2	886	0
ENST00000233630.8	1792	0
ENST00000612049.1	988	0
ENST00000621092.1	1452	0
ENST00000233638.7	2136	0
ENST00000418139.3	1688	0
ENST00000393951.4	2540	0
ENST00000404568.3	2689	0
ENST00000451518.1	555	0
ENST00000425118.3	1581	0
ENST00000377526.3	1695	61
ENST00000258080.5	2370	17
ENST00000352222.5	1450	0
ENST00000437202.1	1479	0
ENST00000264094.5	3502	0
ENST00000409249.3	2431	0
ENST00000393937.4	2398	0
ENST00000409549.3	2897	20
ENST00000409986.3	2005	0
ENST00000420535.1	539	0
ENST00000413469.1	1001	0
ENST00000409429.3	1955	25
ENST00000233668.7	2555	0
ENST00000340004.6	1722	0
ENST00000429631.1	747	0
ENST00000290536.7	2543	0
ENST00000409585.3	2457	0
ENST00000536235.3	2531	0
ENST00000438226.3	789	0
ENST00000422394.3	576	0
ENST00000421985.1	544	0
ENST00000357877.4	4312	0
ENST00000611975.2	6007	0
ENST00000420077.3	2192	0
ENST00000458114.3	577	0
ENST00000339773.7	2177	0
ENST00000434486.3	578	0
ENST00000416236.3	531	0
ENST00000453930.3	602	0
ENST00000446927.3	2672	0
ENST00000290573.4	5772	95
ENST00000409174.1	5278	36
ENST00000483063.1	1248	0
ENST00000305249.7	4959	0
ENST00000409848.3	1270	0
ENST00000393913.5	1802	0
ENST00000233712.3	1815	0
ENST00000410113.3	1747	0
ENST00000410010.1	696	0
ENST00000410071.3	777	0
ENST00000432649.3	569	0
ENST00000452003.1	434	0
ENST00000393909.4	3479	25
ENST00000358788.8	693	0
ENST00000409374.3	1076	18
ENST00000476622.1	744	0
ENST00000492255.1	359	0
ENST00000453233.1	475	0
ENST00000470285.1	423	0
ENST00000321027.5	4440	0
ENST00000541687.3	4318	0
ENST00000492826.1	443	0
ENST00000409857.5	2516	0
ENST00000427862.1	632	0
ENST00000472230.3	2265	0
ENST00000442309.3	642	0
ENST00000470503.1	1066	0
ENST00000409911.3	2976	0
ENST00000409884.3	2227	0
ENST00000409093.1	2247	0
ENST00000409088.3	3616	0
ENST00000409282.1	2451	0
ENST00000456154.1	485	0
ENST00000393897.4	856	0
ENST00000272324.7	938	0
ENST00000409471.1	575	0
ENST00000454188.3	626	0
ENST00000305089.5	767	0
ENST00000233735.1	808	0
ENST00000409839.5	788	0
ENST00000393878.3	1095	0
ENST00000305165.2	718	0
ENST00000466387.3	4349	0
ENST00000496558.3	3839	0
ENST00000451966.3	521	0
ENST00000409971.4	541	0
ENST00000409266.3	432	0
ENST00000402739.6	3684	0
ENST00000541047.3	2870	0
ENST00000343114.5	2846	0
ENST00000361291.6	3071	0
ENST00000540488.3	2792	0
ENST00000409550.2	595	0
ENST00000417012.3	3021	0
ENST00000433224.1	4023	0
ENST00000295057.3	2599	0
ENST00000409148.1	2126	0
ENST00000416268.1	879	0
ENST00000452811.1	765	0
ENST00000415098.1	578	0
ENST00000393868.4	1475	38
ENST00000442240.3	568	0
ENST00000389394.5	12795	0
ENST00000237449.8	12666	0
ENST00000602588.1	1873	0
ENST00000335459.7	1844	0
ENST00000409520.4	1975	0
ENST00000409133.1	1554	0
ENST00000624966.1	54	0
ENST00000233143.5	496	402
ENST00000456682.1	661	0
ENST00000409785.6	7568	37
ENST00000428691.3	560	0
ENST00000453448.1	625	0
ENST00000282111.3	2968	0
ENST00000442813.1	559	0
ENST00000282120.4	6419	0
ENST00000377386.5	6489	76
ENST00000398263.4	6138	63
ENST00000409232.5	2235	0
ENST00000409015.3	2276	0
ENST00000444342.2	1861	0
ENST00000429806.3	2335	0
ENST00000295802.6	3100	27
ENST00000449375.1	1759	0
ENST00000438611.4	1500	0
ENST00000409984.2	765	0
ENST00000409331.4	994	0
ENST00000409013.5	2413	0
ENST00000446464.5	4761	0
ENST00000423095.5	2216	0
ENST00000409344.5	2564	0
ENST00000393852.6	2332	0
ENST00000429764.3	941	0
ENST00000315658.9	2685	0
ENST00000462891.5	977	0
ENST00000409890.4	2492	0
ENST00000418268.3	1209	0
ENST00000414593.3	1932	0
ENST00000410106.3	1392	0
ENST00000444108.5	1414	0
ENST00000440462.3	559	0
ENST00000263867.6	1442	0
ENST00000453973.3	452	0
ENST00000409921.3	1195	0
ENST00000409670.3	1183	0
ENST00000409724.3	1151	0
ENST00000439385.3	865	0
ENST00000449030.3	839	0
ENST00000447219.4	930	0
ENST00000409275.1	835	0
ENST00000389938.4	1975	0
ENST00000340326.2	894	0
ENST00000306434.5	2819	73
ENST00000409017.1	1927	0
ENST00000233838.6	7569	0
ENST00000430215.5	2314	0
ENST00000423570.3	1339	0
ENST00000421496.3	540	0
ENST00000428479.3	533	0
ENST00000432071.1	664	0
ENST00000263864.7	774	41
ENST00000409760.1	805	0
ENST00000306384.4	689	0
ENST00000441634.3	844	0
ENST00000306368.6	569	25
ENST00000414390.3	327	0
ENST00000443647.3	535	0
ENST00000456023.1	559	0
ENST00000624607.1	54	0
ENST00000306353.5	1484	0
ENST00000334462.7	1518	0
ENST00000409668.1	1776	0
ENST00000422458.4	803	0
ENST00000451147.3	779	0
ENST00000425160.1	428	0
ENST00000433956.1	821	0
ENST00000448971.3	610	0
ENST00000613444.2	2161	0
ENST00000450066.4	2086	0
ENST00000442708.3	561	0
ENST00000409025.3	1946	0
ENST00000409470.3	2034	0
ENST00000323701.8	2177	14
ENST00000458268.3	751	0
ENST00000409766.5	2033	0
ENST00000467885.4	338	0
ENST00000306336.5	2837	0
ENST00000420686.3	1204	0
ENST00000423181.1	976	0
ENST00000409734.3	1722	0
ENST00000519937.4	3554	0
ENST00000393822.5	3666	0
ENST00000428225.3	1743	0
ENST00000409383.3	1867	0
ENST00000494165.1	532	0
ENST00000263863.6	846	0
ENST00000524600.3	750	0
ENST00000409696.5	858	0
ENST00000526018.1	561	0
ENST00000306279.3	2438	0
ENST00000393808.5	2225	0
ENST00000393805.3	2318	0
ENST00000377332.5	2366	0
ENST00000306262.7	915	0
ENST00000455892.1	530	0
ENST00000433665.3	640	0
ENST00000263857.8	12749	44
ENST00000409681.1	6454	25
ENST00000424089.3	576	0
ENST00000409024.3	560	0
ENST00000254630.9	6734	64
ENST00000409326.4	522	0
ENST00000409783.4	587	0
ENST00000418628.3	532	0
ENST00000254636.7	2613	0
ENST00000449247.4	2670	73
ENST00000410111.5	3001	0
ENST00000419070.4	2172	0
ENST00000442664.4	2627	23
ENST00000409051.4	2515	0
ENST00000620815.2	1520	0
ENST00000409258.2	1408	0
ENST00000254644.10	1061	0
ENST00000605125.3	833	0
ENST00000337109.6	3727	14
ENST00000409180.1	651	0
ENST00000165698.7	3857	0
ENST00000541910.3	3616	0
ENST00000538924.3	3735	0
ENST00000535845.3	3778	0
ENST00000437769.3	440	0
ENST00000453231.3	578	0
ENST00000428491.3	546	0
ENST00000489855.2	958	0
ENST00000452034.3	709	0
ENST00000409556.3	4928	0
ENST00000312912.7	4886	0
ENST00000542128.3	4882	0
ENST00000441719.3	8741	0
ENST00000409064.3	4621	64
ENST00000427678.1	565	0
ENST00000439940.4	3162	0
ENST00000263856.6	3171	17
ENST00000409727.3	1851	0
ENST00000409225.2	1099	0
ENST00000604011.3	1135	0
ENST00000440757.2	805	0
ENST00000237455.4	3477	23
ENST00000283632.4	6301	32
ENST00000352580.5	1977	0
ENST00000283635.5	2873	0
ENST00000409511.4	3048	0
ENST00000409781.1	597	0
ENST00000393761.4	932	0
ENST00000393759.4	1096	0
ENST00000349455.5	849	0
ENST00000331469.4	832	0
ENST00000390655.8	1417	0
ENST00000431506.3	692	0
ENST00000409776.4	6692	0
ENST00000398193.5	5498	0
ENST00000559485.1	6697	0
ENST00000428128.1	3479	0
ENST00000409310.4	960	0
ENST00000409801.3	553	0
ENST00000409795.3	558	0
ENST00000355705.3	1169	0
ENST00000421835.2	350	0
ENST00000359481.6	1173	0
ENST00000410086.3	522	0
ENST00000398146.3	6931	0
ENST00000347055.3	1753	12
ENST00000419482.4	4433	0
ENST00000444564.2	1816	0
ENST00000438570.1	680	0
ENST00000295834.5	555	0
ENST00000393750.3	1839	0
ENST00000377254.5	1560	0
ENST00000419759.3	577	0
ENST00000449349.3	1616	0
ENST00000343544.6	2052	0
ENST00000324166.6	3649	0
ENST00000428390.2	2804	0
ENST00000303254.3	795	0
ENST00000419748.3	4222	32
ENST00000303236.5	4646	28
ENST00000415570.1	2902	0
ENST00000283646.4	1848	21
ENST00000390237.2	523	168
ENST00000614252.2	923	0
ENST00000430694.2	908	0
ENST00000614656.1	824	47
ENST00000611170.1	702	46
ENST00000483158.1	392	0
ENST00000377423.5	705	0
ENST00000495489.1	398	0
ENST00000390238.2	38	0
ENST00000390239.2	37	0
ENST00000390240.2	38	0
ENST00000390241.3	39	0
ENST00000390242.2	38	0
ENST00000390243.2	538	0
ENST00000390244.2	408	0
ENST00000496168.1	532	0
ENST00000464162.1	380	0
ENST00000390247.2	445	0
ENST00000493819.1	409	0
ENST00000480492.1	398	0
ENST00000390252.2	442	0
ENST00000612889.1	291	0
ENST00000479981.1	378	0
ENST00000617674.1	291	0
ENST00000490686.1	378	0
ENST00000492167.1	400	18
ENST00000390256.2	406	0
ENST00000484817.1	390	0
ENST00000416474.3	291	16
ENST00000498435.1	382	20
ENST00000610638.1	306	0
ENST00000482769.1	390	0
ENST00000468494.1	390	0
ENST00000558152.2	324	0
ENST00000473726.1	382	0
ENST00000465170.1	398	0
ENST00000498574.1	398	0
ENST00000621595.1	312	0
ENST00000620613.1	314	0
ENST00000429992.2	332	0
ENST00000560045.1	312	0
ENST00000448155.2	376	0
ENST00000509129.1	353	0
ENST00000390265.2	440	0
ENST00000611734.1	324	0
ENST00000474213.1	395	0
ENST00000491977.1	390	0
ENST00000612356.1	310	0
ENST00000453166.2	396	0
ENST00000558026.1	306	0
ENST00000390268.2	390	0
ENST00000462693.1	390	0
ENST00000436451.2	409	0
ENST00000390270.2	445	0
ENST00000390271.2	371	0
ENST00000483379.1	532	0
ENST00000492446.1	378	0
ENST00000417279.3	396	0
ENST00000611740.1	324	0
ENST00000390277.3	444	0
ENST00000611391.1	376	0
ENST00000377032.5	371	0
ENST00000390278.3	373	0
ENST00000468879.1	532	0
ENST00000471857.2	534	0
ENST00000443397.4	382	0
ENST00000622340.1	162	0
ENST00000561882.1	1044	0
ENST00000295201.4	1505	0
ENST00000309988.6	1112	0
ENST00000353004.5	873	0
ENST00000354078.5	831	0
ENST00000349807.3	705	0
ENST00000272418.4	1652	34
ENST00000345084.7	1359	0
ENST00000295208.4	3011	0
ENST00000411425.1	2755	0
ENST00000447814.1	554	0
ENST00000617923.2	3885	0
ENST00000614034.2	2601	0
ENST00000611463.1	3737	0
ENST00000622059.2	1624	0
ENST00000611147.1	1465	0
ENST00000425953.3	1850	0
ENST00000614286.1	475	0
ENST00000403131.4	2922	0
ENST00000317668.6	3824	0
ENST00000317620.11	4728	0
ENST00000431567.3	3767	0
ENST00000295225.7	2940	0
ENST00000360990.5	2798	0
